,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Precip Accum,Condition,lat,lon,station_name,station_id,date
0,7:13 PM,66 F,64 F,93 %,NW,9 mph,0 mph,29.3 in,0.1 in,0.0 in,Light Rain with Thunder,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
1,7:27 PM,66 F,64 F,93 %,CALM,0 mph,0 mph,29.3 in,0.1 in,0.0 in,Light Rain,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
2,7:36 PM,66 F,64 F,93 %,W,5 mph,0 mph,29.4 in,0.2 in,0.0 in,T-Storm,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
3,7:53 PM,66 F,64 F,93 %,WSW,7 mph,0 mph,29.3 in,0.5 in,0.0 in,T-Storm,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
4,8:26 PM,66 F,65 F,96 %,S,10 mph,0 mph,29.3 in,0.2 in,0.0 in,Light Rain with Thunder,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
5,8:35 PM,67 F,65 F,93 %,S,8 mph,0 mph,29.3 in,0.2 in,0.0 in,Light Rain,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
6,8:53 PM,67 F,65 F,93 %,SSW,7 mph,0 mph,29.3 in,0.2 in,0.0 in,Light Rain,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
7,9:53 PM,68 F,65 F,90 %,SW,8 mph,0 mph,29.3 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
8,10:40 PM,68 F,65 F,90 %,WSW,7 mph,0 mph,29.3 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
9,10:53 PM,68 F,65 F,90 %,W,8 mph,0 mph,29.3 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
10,11:26 PM,68 F,64 F,87 %,W,6 mph,0 mph,29.3 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
11,11:53 PM,67 F,64 F,90 %,WNW,7 mph,0 mph,29.3 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
12,12:07 AM,67 F,63 F,87 %,WNW,13 mph,0 mph,29.3 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
13,12:21 AM,63 F,61 F,93 %,NW,12 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
14,12:45 AM,62 F,59 F,90 %,WNW,12 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
15,12:53 AM,61 F,59 F,93 %,WNW,14 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
16,1:53 AM,60 F,57 F,90 %,WNW,9 mph,0 mph,29.4 in,0.0 in,1.4 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
17,2:53 AM,60 F,56 F,86 %,NW,10 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
18,3:53 AM,59 F,55 F,87 %,NW,6 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
19,4:53 AM,60 F,55 F,83 %,NNW,7 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
20,5:17 AM,60 F,54 F,80 %,WNW,7 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
21,5:53 AM,61 F,55 F,81 %,NW,5 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
22,6:53 AM,61 F,54 F,78 %,NW,3 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
23,7:53 AM,61 F,54 F,78 %,WNW,3 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
24,8:36 AM,62 F,55 F,78 %,NW,6 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
25,8:53 AM,63 F,55 F,75 %,NNW,5 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
26,9:53 AM,64 F,55 F,72 %,VAR,3 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
27,10:53 AM,64 F,54 F,70 %,S,3 mph,0 mph,29.4 in,0.0 in,0.0 in,Mostly Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
28,11:53 AM,65 F,55 F,70 %,E,3 mph,0 mph,29.4 in,0.0 in,0.0 in,Mostly Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
29,12:53 PM,62 F,55 F,78 %,E,6 mph,0 mph,29.4 in,0.0 in,0.0 in,Mostly Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
30,1:53 PM,61 F,55 F,81 %,E,5 mph,0 mph,29.4 in,0.0 in,0.0 in,Mostly Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
31,2:53 PM,61 F,55 F,81 %,ESE,6 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
32,3:53 PM,62 F,55 F,78 %,E,6 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
33,4:53 PM,61 F,55 F,81 %,ESE,7 mph,0 mph,29.4 in,0.0 in,0.0 in,Mostly Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
34,5:53 PM,61 F,55 F,81 %,ESE,8 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
35,6:53 PM,61 F,55 F,81 %,E,7 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy,41.91,-87.78,North East Oak Park,KILOAKPA23,10-2-2018
