,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,92,75,93,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
1,Low Temp,69,0,39,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
2,Day Average Temp,81,66,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
3,Precipitation,0,0.1,1.2,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
4,Month to Date,1.48,1.91,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
5,Year to Date,27.28,28.46,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
6,Heating Degree Days,0,2,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
7,HDD Month to Date,0,23,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
8,HDD Since July 1,0,28,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
9,Cooling Degree Days,16,3,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
10,CDD Month to Date,154,91,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
11,CDD Year to Date,1319,1001,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
12,Growing Degree Days,30,-,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
13,Dew Point,64,-,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
14,High,67,-,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
15,Low,62,-,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
16,Average,64,-,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
17,Max Wind Speed,14,-,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
18,Visibility,10,-,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
19,Sea Level Pressure,29.94,-,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
20,Actual Time,12h 24m,6:34 AM,6:59 PM,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
21,Civil Twilight,,6:06 AM,7:27 PM,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
22,Nautical Twilight,,5:33 AM,8:00 PM,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
23,Astronomical Twilight,,5:00 AM,8:34 PM,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
24,Moon: waxing crescent,,-,-,,41.91,-87.78,North East Oak Park,KILOAKPA23,9-17-2018
