,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Precip Accum,Condition
0,7:51 PM,34 F,32 F,92 %,NNW,8 mph,0 mph,29.3 in,0.0 in,0.0 in,Cloudy
1,8:51 PM,33 F,31 F,92 %,NW,10 mph,0 mph,29.3 in,0.0 in,0.0 in,Cloudy
2,9:09 PM,33 F,31 F,92 %,NW,13 mph,0 mph,29.3 in,0.0 in,0.0 in,Cloudy
3,9:17 PM,33 F,31 F,92 %,NW,9 mph,0 mph,29.3 in,0.0 in,0.0 in,Light Snow
4,9:51 PM,32 F,31 F,96 %,NNW,7 mph,0 mph,29.4 in,0.0 in,0.0 in,Light Snow
5,10:13 PM,32 F,31 F,96 %,NNW,7 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy
6,10:51 PM,32 F,30 F,92 %,NNW,6 mph,0 mph,29.4 in,0.0 in,0.0 in,Cloudy
7,11:19 PM,32 F,30 F,92 %,NNW,10 mph,0 mph,29.4 in,0.0 in,0.0 in,Light Snow
8,11:49 PM,30 F,28 F,93 %,N,12 mph,0 mph,29.4 in,0.0 in,0.0 in,Light Snow
9,11:51 PM,31 F,29 F,92 %,N,12 mph,0 mph,29.4 in,0.0 in,0.0 in,Light Snow
10,12:20 AM,30 F,28 F,92 %,N,16 mph,0 mph,29.4 in,0.0 in,0.0 in,Light Snow
11,12:51 AM,30 F,28 F,92 %,N,12 mph,0 mph,29.4 in,0.0 in,0.9 in,Cloudy
12,1:32 AM,29 F,26 F,89 %,N,9 mph,0 mph,29.5 in,0.0 in,0.0 in,Light Snow
13,1:51 AM,29 F,26 F,89 %,N,10 mph,0 mph,29.5 in,0.0 in,0.0 in,Light Snow
14,1:55 AM,29 F,26 F,89 %,N,13 mph,0 mph,29.5 in,0.0 in,0.0 in,Light Snow
15,2:51 AM,29 F,24 F,82 %,NNE,12 mph,0 mph,29.5 in,0.0 in,0.0 in,Cloudy
16,3:51 AM,28 F,24 F,85 %,N,13 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
17,4:40 AM,28 F,24 F,85 %,N,10 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
18,4:51 AM,28 F,24 F,85 %,N,10 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
19,5:51 AM,28 F,24 F,85 %,NNW,9 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
20,6:51 AM,28 F,23 F,81 %,NNW,9 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
21,7:51 AM,27 F,23 F,85 %,N,9 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
22,8:16 AM,27 F,23 F,85 %,N,8 mph,0 mph,29.6 in,0.0 in,0.0 in,Hail
23,8:20 AM,27 F,23 F,85 %,N,9 mph,0 mph,29.6 in,0.0 in,0.0 in,Light Snow
24,8:51 AM,27 F,23 F,85 %,N,10 mph,0 mph,29.6 in,0.0 in,0.0 in,Light Snow
25,9:51 AM,27 F,23 F,85 %,N,9 mph,0 mph,29.6 in,0.0 in,0.0 in,Light Snow
26,10:51 AM,26 F,22 F,84 %,N,6 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
27,11:17 AM,26 F,22 F,84 %,NNW,6 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
28,11:51 AM,26 F,22 F,84 %,NNW,6 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
29,12:51 PM,26 F,22 F,84 %,NNW,6 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
30,1:51 PM,26 F,22 F,84 %,NNW,6 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
31,2:51 PM,26 F,22 F,84 %,NNW,3 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
32,3:51 PM,26 F,23 F,88 %,NW,5 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
33,4:12 PM,26 F,23 F,88 %,N,5 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
34,4:39 PM,26 F,23 F,88 %,NW,5 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
35,4:51 PM,26 F,23 F,88 %,NW,5 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
36,5:39 PM,26 F,23 F,88 %,CALM,0 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
37,5:51 PM,26 F,23 F,88 %,N,3 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
38,6:51 PM,26 F,24 F,92 %,CALM,0 mph,0 mph,29.6 in,0.0 in,0.0 in,Cloudy
