,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,44.0,52,83,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
1,Low Temp,31.0,36,12,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
2,Day Average Temp,38.0,44,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
3,Precipitation,0.22,0.1,2,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
4,Month to Date,2.05,2.61,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
5,Year to Date,4.96,6.61,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
6,Heating Degree Days,27.0,21,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
7,HDD Month to Date,872.0,791,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
8,HDD Since July 1,5503.0,5302,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
9,Cooling Degree Days,0.0,0,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
10,CDD Month to Date,0.0,0,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
11,CDD Year to Date,0.0,0,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
12,Growing Degree Days,0.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
13,Dew Point,32.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
14,High,38.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
15,Low,22.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
16,Average,32.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
17,Max Wind Speed,25.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
18,Visibility,10.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
19,Sea Level Pressure,30.15,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-30-2019
