,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,46.0,41,71,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
1,Low Temp,31.0,26,-4,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
2,Day Average Temp,39.0,34,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
3,Precipitation,0.0,0.08,1.02,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
4,Month to Date,0.45,0.17,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
5,Year to Date,5.74,4.17,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
6,Heating Degree Days,26.0,31,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
7,HDD Month to Date,52.0,63,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
8,HDD Since July 1,4343.0,4574,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
9,Cooling Degree Days,0.0,0,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
10,CDD Month to Date,0.0,0,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
11,CDD Year to Date,0.0,0,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
12,Growing Degree Days,0.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
13,Dew Point,21.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
14,High,29.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
15,Low,13.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
16,Average,21.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
17,Max Wind Speed,14.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
18,Visibility,10.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
19,Sea Level Pressure,30.5,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,3-2-2018
