,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,82.0,76,102,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
1,Low Temp,63.0,58,41,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
2,Day Average Temp,73.0,67,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
3,Precipitation,0.0,0.11,1.07,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
4,Month to Date,1.48,1.7,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
5,Year to Date,27.28,28.25,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
6,Heating Degree Days,0.0,2,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
7,HDD Month to Date,0.0,19,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
8,HDD Since July 1,0.0,24,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
9,Cooling Degree Days,8.0,4,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
10,CDD Month to Date,126.0,84,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
11,CDD Year to Date,1291.0,994,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
12,Growing Degree Days,22.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
13,Dew Point,62.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
14,High,64.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
15,Low,59.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
16,Average,62.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
17,Max Wind Speed,14.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
18,Visibility,10.0,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
19,Sea Level Pressure,30.18,-,-,,41.88,-87.64,West Loop-Old St.Pats,KILCHICA130,9-15-2018
