,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,38.0,31,59,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
1,Low Temp,29.0,18,-19,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
2,Day Average Temp,34.0,25,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
3,Precipitation,0.06,0.06,0.73,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
4,Month to Date,0.91,1.61,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
5,Year to Date,0.91,1.61,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
6,Heating Degree Days,31.0,40,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
7,HDD Month to Date,974.0,919,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
8,HDD Since July 1,3084.0,3170,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
9,Cooling Degree Days,0.0,0,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
10,CDD Month to Date,0.0,0,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
11,CDD Year to Date,0.0,0,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
12,Growing Degree Days,0.0,-,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
13,Dew Point,27.0,-,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
14,High,34.0,-,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
15,Low,22.0,-,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
16,Average,27.0,-,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
17,Max Wind Speed,18.0,-,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
18,Visibility,10.0,-,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
19,Sea Level Pressure,30.2,-,-,,41.89,-87.65,West Town,KILCHICA588,1-23-2018
