,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,32.0,39,68,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
1,Low Temp,28.0,26,3,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
2,Day Average Temp,30.0,33,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
3,Precipitation,1e-16,0.09,1.19,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
4,Month to Date,0.89,0.39,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
5,Year to Date,37.42,36.91,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
6,Heating Degree Days,35.0,32,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
7,HDD Month to Date,115.0,126,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
8,HDD Since July 1,1438.0,1261,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
9,Cooling Degree Days,0.0,0,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
10,CDD Month to Date,0.0,0,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
11,CDD Year to Date,1408.0,1045,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
12,Growing Degree Days,0.0,-,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
13,Dew Point,21.0,-,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
14,High,22.0,-,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
15,Low,17.0,-,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
16,Average,21.0,-,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
17,Max Wind Speed,15.0,-,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
18,Visibility,10.0,-,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
19,Sea Level Pressure,30.27,-,-,,41.81,-87.73,Archer Heights,KILCHICA654,12-4-2018
