,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,68.0,69,92,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
1,Low Temp,54.0,51,34,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
2,Day Average Temp,61.0,60,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
3,Precipitation,0.01,0.09,0.76,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
4,Month to Date,2.32,3.31,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
5,Year to Date,28.12,29.86,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
6,Heating Degree Days,4.0,6,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
7,HDD Month to Date,47.0,80,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
8,HDD Since July 1,47.0,82,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
9,Cooling Degree Days,0.0,2,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
10,CDD Month to Date,205.0,119,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
11,CDD Year to Date,1370.0,1029,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
12,Growing Degree Days,10.0,-,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
13,Dew Point,52.0,-,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
14,High,57.0,-,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
15,Low,45.0,-,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
16,Average,52.0,-,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
17,Max Wind Speed,16.0,-,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
18,Visibility,10.0,-,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
19,Sea Level Pressure,30.23,-,-,,41.82,-87.7,Brighton Park,KILCHICA225,9-30-2018
