,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,85,66,88,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
1,Low Temp,65,48,30,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
2,Day Average Temp,75,57,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
3,Precipitation,0.12,0.09,1.32,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
4,Month to Date,3.87,0.79,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
5,Year to Date,31.99,30.65,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
6,Heating Degree Days,0,9,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
7,HDD Month to Date,10,61,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
8,HDD Since July 1,57,143,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
9,Cooling Degree Days,10,1,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
10,CDD Month to Date,24,8,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
11,CDD Year to Date,1394,1037,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
12,Growing Degree Days,24,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
13,Dew Point,65,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
14,High,69,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
15,Low,62,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
16,Average,65,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
17,Max Wind Speed,22,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
18,Visibility,10,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
19,Sea Level Pressure,30.11,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
20,Actual Time,11h 26m,6:56 AM,6:22 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
21,Civil Twilight,,6:28 AM,6:50 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
22,Nautical Twilight,,5:56 AM,7:22 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
23,Astronomical Twilight,,5:23 AM,7:54 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
24,Moon: waning crescent,,6:06 AM,6:33 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,10-8-2018
