,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,74,78,96,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
1,Low Temp,61,60,44,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
2,Day Average Temp,68,69,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
3,Precipitation,0,0.11,1.61,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
4,Month to Date,1.48,1.15,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
5,Year to Date,27.28,27.7,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
6,Heating Degree Days,0,1,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
7,HDD Month to Date,0,10,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
8,HDD Since July 1,0,15,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
9,Cooling Degree Days,3,5,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
10,CDD Month to Date,97,62,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
11,CDD Year to Date,1262,972,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
12,Growing Degree Days,18,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
13,Dew Point,56,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
14,High,59,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
15,Low,53,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
16,Average,56,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
17,Max Wind Speed,15,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
18,Visibility,10,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
19,Sea Level Pressure,30.08,-,-,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
20,Actual Time,12h 44m,6:26 AM,7:11 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
21,Civil Twilight,,5:58 AM,7:39 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
22,Nautical Twilight,,5:25 AM,8:12 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
23,Astronomical Twilight,,4:50 AM,8:47 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
24,Moon: waxing crescent,,7:17 AM,8:05 PM,,41.93,-87.65,Depaul Geography-Lincoln Park,KILCHICA52,9-10-2018
