,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,80,77,97,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
1,Low Temp,52,59,44,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
2,Day Average Temp,66,68,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
3,Precipitation,0.04,0.15,2.73,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
4,Month to Date,0.59,0.89,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
5,Year to Date,12.85,15.38,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
6,Heating Degree Days,0,2,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
7,HDD Month to Date,1,14,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
8,HDD Since July 1,5884,5973,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
9,Cooling Degree Days,1,5,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
10,CDD Month to Date,11,22,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
11,CDD Year to Date,175,96,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
12,Growing Degree Days,15,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
13,Dew Point,52,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
14,High,59,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
15,Low,40,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
16,Average,52,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
17,Max Wind Speed,17,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
18,Visibility,10,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
19,Sea Level Pressure,29.99,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
20,Actual Time,15h 6m,5:17 AM,8:24 PM,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
21,Civil Twilight,,4:43 AM,8:57 PM,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
22,Nautical Twilight,,4:00 AM,9:41 PM,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
23,Astronomical Twilight,,3:08 AM,10:32 PM,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
24,Moon: waning gibbous,,1:21 AM,12:29 PM,,41.88,-87.66,West Loop-Union Park,KILCHICA132,6-6-2018
