,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,51.0,32,61,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
1,Low Temp,37.0,18,-10,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
2,Day Average Temp,44.0,25,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
3,Precipitation,0.0,0.06,0.74,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
4,Month to Date,0.91,1.84,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
5,Year to Date,0.91,1.84,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
6,Heating Degree Days,21.0,40,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
7,HDD Month to Date,1081.0,1079,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
8,HDD Since July 1,3191.0,3330,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
9,Cooling Degree Days,0.0,0,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
10,CDD Month to Date,0.0,0,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
11,CDD Year to Date,0.0,0,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
12,Growing Degree Days,0.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
13,Dew Point,30.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
14,High,39.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
15,Low,21.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
16,Average,30.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
17,Max Wind Speed,25.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
18,Visibility,10.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
19,Sea Level Pressure,30.25,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,1-27-2018
