,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,49.0,52,86,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
1,Low Temp,36.0,35,17,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
2,Day Average Temp,43.0,44,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
3,Precipitation,0.08,0.09,1.33,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
4,Month to Date,1.3,2.51,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
5,Year to Date,6.59,6.51,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
6,Heating Degree Days,22.0,21,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
7,HDD Month to Date,799.0,770,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
8,HDD Since July 1,5090.0,5281,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
9,Cooling Degree Days,0.0,0,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
10,CDD Month to Date,0.0,0,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
11,CDD Year to Date,0.0,0,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
12,Growing Degree Days,0.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
13,Dew Point,38.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
14,High,43.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
15,Low,31.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
16,Average,38.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
17,Max Wind Speed,20.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
18,Visibility,10.0,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
19,Sea Level Pressure,30.09,-,-,,41.88,-87.66,West Loop-Union Park,KILCHICA132,3-29-2018
