,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,66,37,69,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
1,Low Temp,34,23,-9,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
2,Day Average Temp,50,30,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
3,Precipitation,2.31,0.08,2.31,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
4,Month to Date,4.02,1.28,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
5,Year to Date,4.93,3.34,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
6,Heating Degree Days,15,35,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
7,HDD Month to Date,779,748,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
8,HDD Since July 1,4108,4244,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
9,Cooling Degree Days,0,0,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
10,CDD Month to Date,0,0,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
11,CDD Year to Date,0,0,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
12,Growing Degree Days,0,-,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
13,Dew Point,53,-,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
14,High,61,-,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
15,Low,33,-,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
16,Average,53,-,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
17,Max Wind Speed,25,-,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
18,Visibility,10,-,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
19,Sea Level Pressure,30.19,-,-,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
20,Actual Time,10h 50m,6:40 AM,5:30 PM,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
21,Civil Twilight,,6:12 AM,5:59 PM,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
22,Nautical Twilight,,5:40 AM,6:31 PM,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
23,Astronomical Twilight,,5:07 AM,7:03 PM,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
24,Moon: waxing crescent,,10:18 AM,11:35 PM,,41.88,-87.68,United Center,KILCHICA498,2-20-2018
