,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,30,50,74,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
1,Low Temp,20,36,7,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
2,Day Average Temp,25,43,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
3,Precipitation,0,0.12,1.09,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
4,Month to Date,0.86,1.49,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
5,Year to Date,35.24,34.59,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
6,Heating Degree Days,40,22,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
7,HDD Month to Date,343,252,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
8,HDD Since July 1,782,683,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
9,Cooling Degree Days,0,0,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
10,CDD Month to Date,0,0,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
11,CDD Year to Date,1408,1045,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
12,Growing Degree Days,0,-,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
13,Dew Point,9,-,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
14,High,12,-,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
15,Low,7,-,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
16,Average,9,-,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
17,Max Wind Speed,18,-,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
18,Visibility,10,-,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
19,Sea Level Pressure,30.56,-,-,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
20,Actual Time,9h 54m,6:39 AM,4:33 PM,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
21,Civil Twilight,,6:09 AM,5:03 PM,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
22,Nautical Twilight,,5:35 AM,5:36 PM,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
23,Astronomical Twilight,,5:02 AM,6:09 PM,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
24,Moon: waxing crescent,,12:50 PM,10:36 PM,,41.94,-87.64,Chicago Yacht Belmont Harbor,KILCHICA336,11-13-2018
