,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,11,32,61,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
1,Low Temp,-9,18,-16,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
2,Day Average Temp,1,25,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
3,Precipitation,1e-16,0.06,0.99,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
4,Month to Date,1.07,1.95,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
5,Year to Date,1.07,1.95,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
6,Heating Degree Days,64,40,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
7,HDD Month to Date,1156,1159,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
8,HDD Since July 1,3424,3410,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
9,Cooling Degree Days,0,0,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
10,CDD Month to Date,0,0,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
11,CDD Year to Date,0,0,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
12,Growing Degree Days,0,-,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
13,Dew Point,-7,-,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
14,High,3,-,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
15,Low,-21,-,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
16,Average,-7,-,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
17,Max Wind Speed,26,-,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
18,Visibility,10,-,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
19,Sea Level Pressure,30.13,-,-,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
20,Actual Time,9h 54m,7:07 AM,5:02 PM,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
21,Civil Twilight,,6:37 AM,5:32 PM,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
22,Nautical Twilight,,6:04 AM,6:05 PM,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
23,Astronomical Twilight,,5:31 AM,6:38 PM,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
24,Moon: waning crescent,,2:54 AM,1:18 PM,,41.84,-87.65,Bridgeport-Union Lofts,KILCHICA561,1-29-2019
