,Temperature (° F),Actual,Historic Avg.,Record,Unnamed: 4,lat,lon,station_name,station_id,date
0,High Temp,30,35,63,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
1,Low Temp,13,21,-5,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
2,Day Average Temp,22,28,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
3,Precipitation,1e-16,0.07,0.78,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
4,Month to Date,1.23,0.79,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
5,Year to Date,2.33,2.85,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
6,Heating Degree Days,43,37,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
7,HDD Month to Date,491,498,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
8,HDD Since July 1,4069,3994,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
9,Cooling Degree Days,0,0,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
10,CDD Month to Date,0,0,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
11,CDD Year to Date,0,0,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
12,Growing Degree Days,0,-,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
13,Dew Point,14,-,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
14,High,23,-,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
15,Low,8,-,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
16,Average,14,-,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
17,Max Wind Speed,29,-,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
18,Visibility,10,-,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
19,Sea Level Pressure,30.04,-,-,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
20,Actual Time,10h 30m,6:51 AM,5:22 PM,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
21,Civil Twilight,,6:22 AM,5:50 PM,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
22,Nautical Twilight,,5:49 AM,6:23 PM,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
23,Astronomical Twilight,,5:17 AM,6:56 PM,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
24,Moon: waxing gibbous,,12:27 PM,2:05 AM,,41.87,-87.79,Oak Park,KILOAKPA1,2-13-2019
