,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Precip Accum,Condition,lat,lon,station_name,station_id,date
0,7:42 PM,50 F,47 F,89 %,SW,3 mph,0 mph,28.8 in,0.0 in,0.0 in,Light Rain,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
1,7:53 PM,50 F,48 F,93 %,SW,3 mph,0 mph,28.8 in,0.0 in,0.0 in,Cloudy,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
2,8:53 PM,50 F,47 F,89 %,WSW,16 mph,23 mph,28.8 in,0.0 in,0.0 in,Cloudy,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
3,9:35 PM,50 F,46 F,86 %,WSW,15 mph,26 mph,28.8 in,0.0 in,0.0 in,Cloudy,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
4,9:53 PM,50 F,45 F,83 %,WSW,14 mph,25 mph,28.8 in,0.0 in,0.0 in,Cloudy,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
5,10:53 PM,49 F,45 F,86 %,WSW,15 mph,22 mph,28.8 in,0.0 in,0.0 in,Cloudy,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
6,11:53 PM,49 F,45 F,86 %,WSW,15 mph,0 mph,28.8 in,0.0 in,0.0 in,Cloudy,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
7,12:27 AM,49 F,46 F,90 %,SW,13 mph,0 mph,28.9 in,0.0 in,0.0 in,Light Rain,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
8,12:44 AM,49 F,45 F,86 %,SW,14 mph,23 mph,28.9 in,0.0 in,0.0 in,Light Rain,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
9,12:53 AM,49 F,44 F,83 %,WSW,21 mph,30 mph,28.9 in,0.0 in,0.0 in,Cloudy / Windy,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
10,1:29 AM,49 F,43 F,80 %,WSW,17 mph,30 mph,28.9 in,0.0 in,0.0 in,Cloudy,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
11,1:53 AM,48 F,43 F,83 %,WSW,15 mph,26 mph,28.9 in,0.0 in,0.0 in,Cloudy,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
12,2:53 AM,47 F,43 F,86 %,WSW,16 mph,25 mph,28.9 in,0.0 in,0.0 in,Light Rain,41.87,-87.79,Oak Park,KILOAKPA1,11-6-2018
